difficulty,event_order,beat_idx,beat_time,onset_time,residual_ms,timing_source,subdivision,source_event_idx
hard,163,414,191.303,191.303,0.0,beat_fallback,downbeat,
hard,164,419,193.611,193.611,0.0,beat_fallback,downbeat,
hard,165,423,195.454,195.454,0.0,beat_fallback,downbeat,
hard,166,426,196.847,196.847,0.0,beat_fallback,downbeat,
hard,167,428,197.769,197.769,0.0,beat_fallback,downbeat,
hard,168,430,198.69,198.69,0.0,beat_fallback,downbeat,
hard,169,433,200.076,200.076,0.0,beat_fallback,downbeat,
hard,170,435,200.99,200.99,0.0,beat_fallback,downbeat,
hard,171,437,201.919,201.919,0.0,beat_fallback,downbeat,
hard,172,438,202.384,202.384,0.0,beat_fallback,downbeat,
hard,173,441,203.762,203.762,0.0,beat_fallback,downbeat,
hard,174,444,205.156,205.156,0.0,beat_fallback,downbeat,
hard,175,446,206.077,206.077,0.0,beat_fallback,downbeat,
hard,176,448,206.999,206.999,0.0,beat_fallback,downbeat,
hard,177,450,207.92,207.92,0.0,beat_fallback,downbeat,
hard,178,451,208.385,208.385,0.0,beat_fallback,downbeat,
hard,179,453,209.299,209.299,0.0,beat_fallback,downbeat,
hard,180,454,209.771,209.771,0.0,beat_fallback,downbeat,
hard,181,456,210.692,210.692,0.0,beat_fallback,downbeat,
hard,182,458,211.614,211.614,0.0,beat_fallback,downbeat,
hard,183,461,212.992,212.992,0.0,beat_fallback,downbeat,
hard,184,464,214.385,214.385,0.0,beat_fallback,downbeat,
hard,185,466,215.307,215.307,0.0,beat_fallback,downbeat,
hard,186,468,216.207,216.207,0.0,beat_fallback,downbeat,
hard,187,469,216.686,216.679,-7.0,onset,downbeat,206
hard,188,472,218.079,218.079,0.0,beat_fallback,downbeat,
hard,189,474,219.008,219.008,0.0,beat_fallback,downbeat,
hard,190,476,219.937,219.937,0.0,beat_fallback,downbeat,
hard,191,478,220.851,220.851,0.0,beat_fallback,downbeat,
hard,192,480,221.772,221.772,0.0,beat_fallback,downbeat,
hard,193,481,222.229,222.224,-5.0,onset,downbeat,209
hard,194,484,223.615,223.615,0.0,beat_fallback,downbeat,
hard,195,486,224.537,224.537,0.0,beat_fallback,downbeat,
hard,196,488,225.459,225.459,0.0,beat_fallback,downbeat,
hard,197,490,226.38,226.38,0.0,beat_fallback,downbeat,
hard,198,492,227.215,227.215,0.0,beat_fallback,downbeat,
hard,199,494,228.049,228.049,0.0,beat_fallback,downbeat,
hard,200,495,228.463,228.458,-5.0,onset,downbeat,214
hard,201,498,229.841,229.843,2.0,onset,downbeat,215
hard,202,500,230.77,230.77,0.0,beat_fallback,downbeat,
hard,203,502,231.699,231.699,0.0,beat_fallback,downbeat,
hard,204,504,232.62,232.62,0.0,beat_fallback,downbeat,
hard,205,506,233.535,233.535,0.0,beat_fallback,downbeat,
hard,206,508,234.456,234.456,0.0,beat_fallback,downbeat,
hard,207,510,235.385,235.385,0.0,beat_fallback,downbeat,
